country,iso3,year,case_id,case_id_words,decision_date_raw,decision_direction,judicial_body,type_of_law,v2juhcname,court_level,high_court,low_court,supranatl_court
United States,USA,2016,United States_2016_05,theusdistrictcourtforthenortherndistrictoffloridarejectedachallengetofloridasskimmilklabelinglawbroughtbytheownerofocheeseecreamerymarylouwesselhoeftshewasdeniedpermissiontolabelhermilkasskimmilkbecau,30-Mar-16,Contracts Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2016,United States_2016_03,thiscaseinvolvesadisputebetweenhogansrighttoprivacyandgawkersrighttofreedomofspeechandexpressionspecificallyconcerningasextapepostedtogawkerswebsitethejuryinthiscasefoundinfavorofhoganthathisprivacyri,18-Mar-16,Contracts Expression,First Instance Court,"Criminal Law, Constitutional Law",The United States Supreme Court,low,,,
United States,USA,2016,United States_2016_06,theussupremecourtheldthattheconstitutionprohibitsthepolicedepartmentagovernmentemployerfromfiringordemotinganemployeebecausetheemployeesupportsaparticularpoliticalcandidate,26-Apr-16,Expands Expression,Supreme (court of final appeal),Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2016,United States_2016_10,thesupremecourtofkentuckyrefusedtoallowthedisclosureoftheidentityofanonymoususersofawebsitewhoallegedlydefamedapublicfigurehickmanbecausehefailedtoprovidesufficientevidenceprovingthefalsityofthestatem,22-Sep-16,Expands Expression,Appellate Court,Civil Law,The United States Supreme Court,mid,,,
United States,USA,2016,United States_2016_04,adistrictcourtinnortherncaliforniaruledthatnationalsecurityletternslprovisionsasamendedbytheusafreedomactofdonotviolatetheconstitutiontheprovisionsallowthefbitoissuenslsaccompaniedbygagordersthatstopp,29-Mar-16,Contracts Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2016,United States_2016_11,theusdistrictcourtofnortherncaliforniaheldthatanamendedcomplainttoholdtwitterincliableforprovidingmaterialsupporttotheislamicstategroupisbyallowingitsmemberstohaveaccountswasbarredbythecommunicationsd,18-Nov-16,Expands Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2016,United States_2016_02,thecourtofappealsintheninthcircuitaffirmedadistrictcourtdecisiondenyingapreliminaryinjunctiontostaytheenforcementofcaliforniapenalcodesectionwhichprohibitsgundealersfromdisplayinggunadvertisements,23-Feb-16,Mixed Outcome,Appellate Court,Administrative Law|Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2016,United States_2016_09,theunitedstatesdistrictcourtforthedistrictofnorthdakotagranteddakotaaccessllcdakotaaccessamotionforatemporaryrestrainingorderagainstagroupofprotestorsfrominterferingwiththeconstructionofthedakotaacces,16-Sep-16,Contracts Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2016,United States_2016_12,theuscourtofappealsfortheninthcircuitupheldanoregondistrictcourtrulingthattheincidentalcollectionofauscitizensactivitiesonlineundersectionoftheforeignintelligencesurveillanceactfisadidnotviolatetheapp,5-Dec-16,Contracts Expression,Appellate Court,"Criminal Law, Constitutional Law, Law of Evidence",The United States Supreme Court,mid,,,
United States,USA,2016,United States_2016_07,theunitedstatescourtofappealsforthedistrictofcolumbiacircuitheldthatthreatsofphysicalviolenceandpropertydamageagainstanyonewhoobjectedtovotinginfavorofunionizationweresufficienttocompromisetheconditio,20-May-16,Mixed Outcome,Appellate Court,Employment Law/Workplace,The United States Supreme Court,mid,,,
United States,USA,2016,United States_2016_01,onanappealtotheappellantdivisionofnewyorkssupremecourtthecourtaffirmedapreviousjudgmentfromthenewyorkdivisionofhumanrightssdhrthesdhrdeterminedthatthepetitionersfarmlandasapublicaccommodationdiscrimin,14-Jan-16,Expands Expression,Appellate Court,Administrative Law|Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_14,theusfourthcircuitcourtofappealsheldthatwikimediaallegationsthatthenationalsecurityagencyhadinterceptedcopiedandreviewedatleastsomeofitscommunicationsthroughupstreamsurveillancewereplausibleandgranted,23-May-17,Mixed Outcome,Appellate Court,Law of Evidence,The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_23,theusdistrictcourtforthenortherndistrictofcaliforniagrantedgreenpeacesmotionstodismissandmotionstostrikebasedonthecaliforniaantislappstatutefindingthatgreenpeaceinternationalscampaignsagainstresolutef,16-Oct-17,Expands Expression,First Instance Court,"Civil Law, Constitutional Law",The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_03,theuscourtofappealsforthefifthcircuitcourtreversedinpartandaffirmedinpartthedistrictcourtsdismissalofturnersclaimsunderthefirstandfourthamendmentforunlawfuldetentionandarrestforfilmingapolicestationth,16-Feb-17,Expands Expression,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_16,alosangelescourtsentencedformerplaymateoftheyeardanimatherstohoursgraffitiremovalserviceandthreeyearsprobationforinvasionofprivacyforbodyshaminganothergymgoerinanonlinepostthejudgerejectedbothmathersr,25-May-17,Mixed Outcome,First Instance Court,Criminal Law,The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_25,theuscourtofappealsfortheseventhdistrictaffirmedthedecisionofanillinoisdistrictcourtupholdingtheconvictionsofkevinjohnsonandtylerlangundertheanimalenterpriseterrorismactaetaforbreakingintoaminkfarmrel,8-Nov-17,Contracts Expression,Appellate Court,Criminal Law,The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_08,montgomerycountysettledafirstamendmentlawsuitbroughtbyphotojournalistmanniegarciainwhichheclaimedhisrightswereviolatedwhenpoliceofficersarresteddetainedandprosecutedhimforattemptingtorecordwhathebelie,8-Mar-17,Expands Expression,First Instance Court,Constitutional Law|Criminal Law,The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_02,thesupremecourtofappealsofwestvirginiaupheldandincreasedsanctionsrecommendedbythejudicialdisciplinaryboardtheboardonjudgeelectcallaghanformakingsubstantiallyfalsestatementsinacampaignflyercallaghanmai,9-Feb-17,Contracts Expression,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_18,thesupremecourtoftheunitedstatesfoundalawinnorthcarolinatobeinviolationofthefirstamendmentbecauseitmadeitafelonyforaregisteredsexoffendertoaccessacommercialsocialnetworkingwebsitewherethesexoffenderkn,19-Jun-17,Expands Expression,Supreme (court of final appeal),Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2017,United States_2017_10,theusdistrictcourtforthewesterndistrictofkentuckylouisvilledivisionupheldprotestersrighttoclaimfordamagesonvariouscountsincludingassaultandbatteryagainstaudiencememberswhoattackedthemandagainsttrumpan,31-Mar-17,Mixed Outcome,First Instance Court,Civil Law|Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_09,onmarchthedistrictcourtforhawaiigrantedapreliminaryinjunctioneffectivelyextendingatwoweekoldnationwidetemporaryrestrainingordertroonanexecutiveorderwhichhadplacedrestrictionsontheentryofforeignnationa,15-Mar-17,Mixed Outcome,Supreme (court of final appeal),Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2017,United States_2017_24,theusdistrictcourtfornortherncaliforniagrantedgoogleaninjunctiontopreventenforcementintheusofacanadiancourtorderrequiringittoremovecertainwebsitesfromitsglobalsearchresultsthecanadiancourtorderhadbeen,2-Nov-17,Expands Expression,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_15,theuscourtofappealsfortheninthcircuitaffirmedthedistrictcourtsdismissalofaclaimagainstfacebookforrefusingtoremoveprivateimagesandvideosoftheapplicantpostedbyanunknownthirdpartytheapplicantfrancocaracc,24-May-17,Expands Expression,Appellate Court,Civil Law,The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_04,thesupremecourtofwashingtonaffirmedthelowercourtsrulingthatthewashingtonlawagainstdiscriminationwladdidnotviolatethedefendantsrightstofreedomofspeechorfreedomofreligiousexerciseunderthefirstamendmentt,16-Feb-17,Mixed Outcome,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_21,ausdistrictcourtdeterminedthattheespionageactdidnotprohibitthepublicationordistributionofcartoonscriticalofusgovernmentactionsandthatthefailureofthepostalservicetodeliverthemagazinewouldviolatethefirs,24-Aug-17,Expands Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_06,georgiasuperiorcourtjudgewilliammcclainconvictedthedefendantsmembersofthewhitesupremacistgrouprespecttheflagofmakingterroristthreatsandviolatinggeorgiasstreetgangterrorismandpreventionacttheyweresente,27-Feb-17,Mixed Outcome,First Instance Court,Criminal Law,The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_13,theunitedstatesdistrictcourtforthenortherndistrictofcaliforniaorderedgoogletoturnoverallelectronicallystoredinformationsubjecttoasearchwarrantincludingtheinformationthatwasstoredelectronicallyabroadth,25-Apr-17,Contracts Expression,First Instance Court,Criminal Law,The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_19,thecourtofappealsforthethirdcircuitreversedandremandedthedistrictcourtfindingthatthefirstamendmentincludesanexpressrighttofilmthepoliceregardlessofwhethertheactoffilmingisconsideredexpressiveconductor,7-Jul-17,Expands Expression,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_17,theussupremecourtaffirmedthatthedisparagementclauseinthelanhamactdenyingregistrationfortrademarksthatmaydisparageanypersonswasfaciallyunconstitutionalunderthefirstamendmenttheuspatentandtrademarkoffic,19-Jun-17,Expands Expression,Supreme (court of final appeal),Constitutional Law|Intellectual Property/Copyright Law,The United States Supreme Court,high,,,
United States,USA,2017,United States_2017_01,theusdistrictcourtfortheeasterndistrictofpennsylvaniagrantedthegovernmentsmotionstocompelrequiringgoogletoproduceelectronicallystoredinformationthatwaslocatedabroadrelatingtothesubjectsoftwoseparatecr,3-Feb-17,Contracts Expression,First Instance Court,Criminal Law,The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_11,thenewyorkstatecourtofappealsaffirmedthatinternetserviceproviderscannotappealajudgesdecisiontoissuesearchwarrantsinacriminalcaseeveninsituationswheretheinternetserviceproviderbelievesthesearchwarrants,4-Apr-17,Contracts Expression,Appellate Court,"Criminal Law, Constitutional Law",The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_20,theusdistrictcourtfortheeasterndistrictofvirginiacourtdismissedtheplaintiffsclaimsforviolationsofhisfirstandfourteenthamendmentrightsagainstthedefendantschoolboardmemberswhohadbannedtheplaintifffrompo,28-Jul-17,Mixed Outcome,First Instance Court,"Civil Law, Constitutional Law",The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_22,theusdistrictcourtformassachusettsdismissedtheplaintiffsdefamationcaseonthedefendantsmotionforfailuretostateaclaimonwhichreliefcouldbegrantedscientistshivaayyaduraibroughtaclaimagainstfloorownerofthet,6-Sep-17,Expands Expression,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2017,United States_2017_12,thenewyorkstatecourtofappealsaffirmedthatinternetserviceproviderscannotappealajudgesdecisiontoissuesearchwarrantsinacriminalcaseeveninsituationswheretheinternetserviceproviderbelievesthesearchwarrants,4-Apr-17,Contracts Expression,Appellate Court,Constitutional Law|Criminal Law,The United States Supreme Court,mid,,,
United States,USA,2017,United States_2017_07,thecaliforniasupremecourtreversingthecourtofappealheldthatemailcommunicationsonprivateaccountsbypublicofficialsarepublicrecordsandthussubjecttodisclosureunderthecaliforniapublicrecordsactcpraifrelated,2-Mar-17,Expands Expression,Appellate Court,"Civil Law, Constitutional Law",The United States Supreme Court,mid,,,
United States,USA,2018,United States_2018_02,theusdistrictcourtofkansasfoundthatastatelawrequiringallpartiesenteringacontractwiththestatetocertifytheyarenotengagedinaboycottofisraelwaslikelytobeunconstitutionalandgrantedapreliminaryinjunctionpro,30-Jan-18,Expands Expression,First Instance Court,Civil Law|Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2018,United States_2018_09,thesupremecourtofunitedstatesheldthataminnesotalawprohibitingvotersfromwearingpoliticalbadgesbuttonsoranythingbearingapoliticalinsigniainsideapollingplaceonelectiondaywasunconstitutionalthechallengewa,14-Jun-18,Expands Expression,Supreme (court of final appeal),Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2018,United States_2018_06,raviragbiranimmigrationrightsactivistisclaimingthathewasunconstitutionallytargetedbythetrumpadministrationduetohispoliticalspeechheallegesthathisdeportationorderwasinretaliationforhisworkwithmigrantco,23-May-18,Contracts Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2018,United States_2018_03,kerncountysuperiorcourtofcaliforniadeniedthestatesapplicationforapreliminaryinjunctiontorestraincathymillerownerofcathyscreationsacakebakingshopthatcateredtoweddingcakesfromrefusingtodesignandbakeacak,5-Feb-18,Mixed Outcome,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2018,United States_2018_11,theunitedstatesdistrictcourtforthesoutherndistrictofnewyorkgrantedamotiontodismisstheclaimsfiledbythepetitionerkellypricewhowasblockedfromtwoofficialpublictwitteraccountsaftercomplainingaboutthetreatm,25-Jun-18,Contracts Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2018,United States_2018_13,thesupremecourtoftheunitedstatesoverturneditspreviouscaselawandheldthataunionfeearrangementthatrequirednonmemberpublicsectoremployeestopaycertainagencyfeeswasincompatiblewiththerighttofreespeechillino,27-Jun-18,Expands Expression,Supreme (court of final appeal),Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2018,United States_2018_10,theunitedstatessupremecourtheldthatobtainingcellularlocationdataconstitutesasearchunderthefourthamendmentoftheusconstitutionandthusrequiresawarrantsupportedbyprobablecauseanindividualsuspectedofbeingi,22-Jun-18,Expands Expression,Supreme (court of final appeal),"Criminal Law, Constitutional Law, Law of Evidence",The United States Supreme Court,high,,,
United States,USA,2018,United States_2018_16,thesupremecourtofpennsylvaniafoundthatjamalknoxsspeechinamusicvideowhichdirectlynamedandtargetedindividualpoliceofficerswasnotprotectedunderthefirstamendmentknoxpostedthevideoafterbeingarrestedondrugc,21-Aug-18,Mixed Outcome,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2018,United States_2018_05,theusdistrictcourtforthesoutherndistrictcourtofnewyorkfoundpresidenttrumpinviolationofthefirstamendmentrightsoftheindividualplaintiffsforblockingtheiraccountsontwitteranonlinesocialmediaplatformthecou,23-May-18,Expands Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2018,United States_2018_08,thesupremecourtoftheunitedstatesofamericasetasideanorderofthecoloradocivilrightscommissionthatabakercouldnotrefusetosellaweddingcaketoasamesexcouplethecaseconcernedacouplemrcraigandmrmullinswhowereref,4-Jun-18,Mixed Outcome,Supreme (court of final appeal),Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2018,United States_2018_12,theussupremecourtheldthatthecaliforniareproductivefreedomaccountabilitycomprehensivecareandtransparencyactwasunconstitutionaltheactrequiredcentersprovidingpregnancyrelatedservicestopostnoticesinformin,26-Jun-18,Mixed Outcome,Supreme (court of final appeal),Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2018,United States_2018_14,theunitedstatesdistrictcourtforthesoutherndistrictoffloridadismissedalawsuitagainsttwitterimplementingthethreeparttestundersectionofthecommunicationsdecencyactbarrymezeyatwitteruserfiledalawsuitagains,19-Jul-18,Mixed Outcome,,Meta's content policies,The United States Supreme Court,oversight body,,,
United States,USA,2018,United States_2018_01,ajuryfortheusdistrictcourtfortheeasterndistrictofwisconsinfoundthatsheriffdavidclarkedidnotviolatethefreespeechrightsoftheplaintiffwithallegedlythreateningfacebookpostsafteranincidentinwhichtheplainti,22-Jan-18,Expands Expression,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2018,United States_2018_07,theusdistrictcourtofsouthernfloridafoundthatbuzzfeedinccouldassertfairreportprivilegeoveranarticlewithanattacheddossiersteeledossierlistingallegedconnectionsbetweenthetrumpcampaignandrussiabutcouldnot,2-Jun-18,Expands Expression,First Instance Court,"Civil Law, Constitutional Law",The United States Supreme Court,low,,,
United States,USA,2018,United States_2018_04,theunitedstatessupremecourtvacatedthejudgmentoftheuscourtofappealsforthesecondcircuitinacaseinvolvingdataprivacyrightsoftheuserandtheabilityoftechnologyfirmsbasedintheunitedstatestorefusetocomplywithf,17-Apr-18,Expands Expression,Appellate Court,Criminal Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_15,theunitedstatessupremecourtreversedaninthcircuitcourtofappealsdecisionthataccusedtwoalaskastatetroopersofinitiatingaretaliatoryarrestagainstrussellbartlettinviolationofthefirstamendmenttheincidentstem,28-May-19,Contracts Expression,Supreme (court of final appeal),Criminal Law|Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2019,United States_2019_26,theusdistrictcourtofthesoutherndistrictofnewyorkheldthattheusstatedepartmentandthedepartmentofdefensecouldnotslowdownthereleaseofdocumentsrelatedtothemurderofjamalkhashoggiasaudijournalistandcolumnist,6-Aug-19,Expands Expression,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_22,theminnesotasupremecourtdismissedadefamationclaimfindingthatfirstamendmentprotectionsapplytononmediaspeakersindefamationactionswhenthespeechatissueconcernsamatterofpublicinterestkurtmaethnerbroughtade,26-Jun-19,Expands Expression,Appellate Court,"Civil Law, Constitutional Law",The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_04,afloridadistrictcourtgrantedapreliminaryinjunctionfindingthatthatacityordinancebanningconversiontherapywhichaimstochangeanindividualssexualorientationorgenderidentitywasaviolationofhealthcareprofessio,30-Jan-19,Expands Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_34,theunitedstatesdistrictcourtforthedistrictofmassachusettsruledthatnoncursorysearchesandseizuresofinternationaltravellerselectronicdevicesatusportsofentrywithoutreasonablesuspicionofcriminalconductviol,12-Nov-19,Expands Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_23,ausappealscourtaffirmedalowercourtrulingthatpresidentdonaldjtrumpengagedinunconstitutionalviewpointdiscriminationafterheblockedusersfromhistwitteraccountforpostingcommentshedislikedthecourtfoundtherew,9-Jul-19,Expands Expression,Appellate Court,"Civil Law, Constitutional Law",The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_16,theunitedstatessupremecourtreversedadecisionbytheninthcircuitcourtofappealswhichfoundtwoalaskastatetroopersinitiatedaretaliatoryarrestinviolationofthefirstamendmentafteraverbalconfrontationresultingin,28-May-19,Contracts Expression,Supreme (court of final appeal),Constitutional Law|Criminal Law,The United States Supreme Court,high,,,
United States,USA,2019,United States_2019_08,adistrictcourtinfloridaheldthatthenewyorktimesnewspaperhadnotdefamedauniversityprofessorinanarticlewhichcreatedtheimpressionthathewasnotanindependentscientistthearticlehadreliedoninformationobtainedfr,27-Feb-19,Expands Expression,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_19,theussupremecourtinadecisionruledthatachristiancrossshapedwarmemorialonpubliclandandmaintainedwithpublicfundsdidnotviolatethefirstamendmentsestablishmentclausewhichprohibitsgovernmentendorsementofreli,20-Jun-19,Mixed Outcome,Supreme (court of final appeal),Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2019,United States_2019_29,theunitedstatesdistrictcourtforthedistrictofcolumbiafoundthattheplaintiffhadmettheburdenforsatisfyingtheclaimforintentionalinflictionofemotionaldistressawardeddamagesalongwithpassingarestrainingordera,9-Aug-19,Mixed Outcome,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_18,thedistrictcourtofappealofthestateoffloridafourthdistrictusaaffirmedthelowercourtsrulinginfavoroflakepointawardingmillionindamagesagainstmaggyhurchallafortortiousinterferencelakepointsuedhurchallaanen,19-Jun-19,Contracts Expression,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_25,aunitedstatescourtofappealfoundthatastudentnewspapersfirstamendmentrightswereviolatedwhenitsfundingwasrevokedbyauniversityallegedlyinretaliationforasatiricalarticleitpublishedinthekoalapublishedanarti,24-Jul-19,Expands Expression,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_01,theuscourtofappealsforthefourthcircuitaffirmedthedecisionofthedistrictcourtfindingthatloudouncountyschoolboardlcsbchairphyllisrandallsfacebookpageconstitutedapublicforumandthatshedidnotmaintainitinala,7-Jan-19,Expands Expression,First Instance Court,"Civil Law, Constitutional Law",The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_20,thesupremecourtoftheunitedstatesruledthatcommercialorfinancialinformationisconsideredconfidentialunderthefreedomofinformationactfoiaexemptionwhenitiscustomarilyandactuallytreatedasprivatebyitsownerand,24-Jun-19,Contracts Expression,Supreme (court of final appeal),Civil Law,The United States Supreme Court,high,,,
United States,USA,2019,United States_2019_07,ausdistrictcourtintacomawashingtondeclaredastatecyberstalkingstatutetobefaciallyunconstitutionalandhencegrantedapreliminaryinjunctiononitsapplicationthecasewasbroughtbyrynearsonanonlineactivistwhoregu,22-Feb-19,Expands Expression,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_05,onfebruaryththedistrictcourtforthedistrictofsouthcarolinadivisiongrantedtwittersmotiontodismissanactionfiledbyatwitteruserwhoseaccountwassuspendedafterpublishingatweetcriticizingislamthatallegedlyviol,8-Feb-19,Mixed Outcome,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_36,theunitedstatescourtofappealsforthefifthcircuitthecourtheldthatderaymckessononeoftheleadersofblacklivesmatterwasnegligentwhileleadingademonstrationagainstpolicepracticesonabusyhighwayandthatthereforef,16-Dec-19,Contracts Expression,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_13,theusdistrictcourtgrantedlimiteddiscoveryanddepositionsinthedefamationcasefiledbystevewynnagainstlisabloomandthebloomfirmallowingkeyindividualstestimonieswhilerestrictingthenumberofdepositionsofotheri,2-May-19,Expands Expression,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_10,theunitedstatescourtofappealsforthesixthcircuitaffirmedthedistrictcourtsdecisionholdingthatapoliceofficerviolatedthefirstfourthandfourteenthamendmentrightsofawomanhepulledoverandtowhomheissuedaspeedin,13-Mar-19,Expands Expression,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_21,thesupremecourtoftheunitedstatesaffirmedanappealscourtrulingthattheprohibitionofimmoralorscandaloustrademarksunderthelanhamactactconstitutedviewpointdiscriminationinviolationofthefirstamendmentfashion,24-Jun-19,Expands Expression,Supreme (court of final appeal),"Constitutional Law, Intellectual Property/Copyright Law",The United States Supreme Court,high,,,
United States,USA,2019,United States_2019_35,theunitedstatescourtofappealsforthefourthcircuitaffirmedarulingbythemarylanddistrictcourtdeclaringunconstitutionalthecontentbasedregulationonspeechundermarylandsonlineelectioneeringtransparencyandacco,6-Dec-19,Mixed Outcome,Appellate Court,Constitutional Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_24,adistrictcourtincaliforniaruledthatfacebooksconductinremovingarussianewsdistributionorganizationsfacebookaccountandpagedidnotviolatethefirstamendmentsprotectionoffreedomofexpressionandthatitsconductwa,20-Jul-19,Contracts Expression,First Instance Court,"Civil Law, Constitutional Law",The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_03,ausdistrictcourtinarkansasupheldalawwhichprohibitspublicentitiesfromcontractingwithandinvestingincompaniesthatboycottisraelthearkansastimesnewspaperchallengedtheconstitutionalityofactwhichrequiredcomp,23-Jan-19,Contracts Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_12,thesupremecourtofwisconsinheldthatawebsitehostingadvertisementsforfirearmrelatedsaleswasnotliableforitsinteractivefunctionswhichfacilitatedtheillegalpurchaseoffirearmsusedinamassshootingthedaughterofo,30-Apr-19,Expands Expression,Appellate Court,Civil Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_09,thenevadasupremecourtruledthatonlinenewsportalsandjournalistsareprotectedbythestatesjournalistshieldlawsthecaseconcernedadefamationactionbroughtbygilmanalocalpublicfigureagainsttolltheownerandeditorof,4-Mar-19,Expands Expression,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_37,thesecondcircuitcourtofappealsinnewyorktheunitedstatesupheldconvictionsforvariousfraudrelatedoffensesonthegroundthatconfidentialgovernmentinformationdidconstitutepropertyafteraformergovernmentagencyof,30-Dec-19,Mixed Outcome,Appellate Court,Criminal Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_02,ausdistrictcourtiniowastruckdownanagriculturalindustrysupportedstatuteiowacodeaaasunconstitutionalforviolatingthefirstamendmentthecasewasbroughtbyagroupofnonprofitadvocacyandinvestigativeorganizations,9-Jan-19,Expands Expression,First Instance Court,Criminal Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_31,thecourtofappealsforthedistrictofcolumbiaupheldrulesissuedbytheusfederalcommunicationscommissionfccclassifyingbroadbandinternetaccessasaninformationserviceunderfederallawtherebyliberatingbroadbandprov,1-Oct-19,Contracts Expression,Appellate Court,Administrative Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_32,onoctoberthesupremecourtofthestateofillinoisthecourtupheldarevengepornstatuteiesectionbofthecriminalcodeofanddecidedthatprohibitingthenonconsensualdisseminationdoesnotrestrictfreedomofspeechandexpress,18-Oct-19,Mixed Outcome,Appellate Court,Criminal Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_14,onmaytheunitedstatesdistrictcourtofthenortherndistrictofcaliforniadismissedafirstamendmentclaimagainstfacebookthecaseoriginatedaftermrsadekraoufebeidarguedthatfacebookhadunderminedthisadvertisementcam,9-May-19,Mixed Outcome,First Instance Court,Civil Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_17,theunitedstatesdistrictcourtnortherndistrictofcaliforniadismissedafirstamendmentclaimagainstfacebooktheplaintiffharrywillibyclaimedfacebookviolatedhisfirstamendmentrightsbyblockinghispostsconcerningit,16-Jun-19,Contracts Expression,First Instance Court,Constitutional Law,The United States Supreme Court,low,,,
United States,USA,2019,United States_2019_33,abramswasconvictedandsentencedtoprisonforviolatingtheseditionactoffordistributingpamphletsthatcriticizedunitedstatesinvolvementinrussiatheussupremecourtaffirmedtheconvictionjusticeholmesdissentedbyhol,10-Nov-19,Expands Expression,Supreme (court of final appeal),Constitutional Law|Criminal Law,The United States Supreme Court,high,,,
United States,USA,2019,United States_2019_27,theusdistrictcourtfortheeasterdistrictoftexasgreenlitadefamationlawsuitagainstnationalpublicradionprforaseriesofarticlesaboutafarrightconspiracytheoryinmayfoxnewschannelpublishedastoryallegingthatseth,7-Aug-19,Mixed Outcome,Appellate Court,Civil Law,The United States Supreme Court,mid,,,
United States,USA,2019,United States_2019_06,justicethomasofthesupremecourtoftheunitedstateswroteanopinionconcurringinthedenialofcertiorariinwhichhestatedthattheactualmalicedoctrineestablishedinthenewyorktimesvsullivancaseshouldbereconsideredbyt,19-Feb-19,Contracts Expression,Supreme (court of final appeal),Constitutional Law,The United States Supreme Court,high,,,
United States,USA,2019,United States_2019_11,theusdistrictcourtoftexasaustindivisiondeclaredhbatexaslawprohibitingboycottsofisraeligoodsandservicesasaconditionofpublicemploymentunconstitutionalunderthefirstamendmentfourindividualswhoclaimedtheyh,25-Apr-19,Expands Expression,First Instance Court,Civil Law,The United States Supreme Court,low,,,
